ID;Datum;BEOCODE;QUELLNR;O2 Milligram;O2 Prozent;Leitfaehigkeit;pH;TEMP_WASSER;Schuettung;SCHUETTUNG_METHODE;FOTO;BEMERKUNG;TEMP_LUFT;SCHUETTUNG_GESAMT;WETTER_VORTAG;WETTER_MESSTAG;Month
3739;01.07.2019;334;503;13,01;112;129,6;8,27;4,46;2;1;1;Messpunkt ca. 5m oberhalb der BrŸcke !;26,67;25;1;2;NA
3741;01.07.2019;334;592;12,46;108,5;174,1;8,16;5,47;1,5;1;1;;20,31;4;1;2;NA
3740;01.07.2019;334;0;12,79;108,7;143,5;8,19;4,96;1;1;1;Messpunkt ca. 5m oberhalb des Steges !;19,5;15;1;2;NA
3743;01.07.2019;334;350;11,68;108,4;272;8,09;5,64;0,8;1;1;;24,16;NA;1;2;NA
3785;23.07.2019;328;578;11,91;108;239;8,15;7,2;6;1;1;;19,28;NA;3;1;NA
3778;23.07.2019;328;459;12,18;107,5;145,7;8,29;4,22;0,5;1;1;;28,5;NA;3;1;NA
3782;23.07.2019;328;576;11,48;104,6;238;8,14;7,25;0,5;1;1;;16,8;15;3;1;NA
3779;23.07.2019;328;503;12,77;110,4;138,6;8,31;4,43;0,2;1;1;oberhalb Weg;24,78;8;3;1;NA
3784;23.07.2019;328;978;12,79;109,8;163,3;8,19;5,1;0,2;1;1;;17,8;NA;3;1;NA
3781;23.07.2019;328;592;12,41;107,1;184,2;8,22;5,66;0,2;1;1;;18,9;1;3;1;NA
3783;23.07.2019;328;350;11,55;102,2;277;8,16;5,57;0,05;1;1;;19,47;NA;3;1;NA
3780;24.07.2019;328;0;12,54;106,9;154,7;8,07;5,04;0,5;1;1;;22,15;5;1;1;NA
3865;30.07.2019;111;978;11,8;102,7;152,7;8,18;4,66;2000;1;2;;12,2;NA;5;3;NA
3863;30.07.2019;111;459;11,4;101,9;164,4;8,23;3,77;12;1;2;Wasser leicht milchig, Thermobutton Wechsel;13,78;NA;5;3;NA
3864;30.07.2019;111;503;12,04;104,9;139,8;8,16;4,02;1;1;1;Thermobutton Wechsel;14,77;NA;5;3;NA
3870;01.08.2019;111;578;11,12;101,2;237;8,09;6,98;50;1;2;;13;NA;5;3;NA
3867;01.08.2019;111;592;11,61;101;183,7;8,24;5,27;10;1;2;Thermobutton Wechsel;19,02;30;5;3;NA
3868;01.08.2019;111;576;10,81;99,6;235;8,18;7,18;10;1;2;;12,44;200;5;3;NA
3866;01.08.2019;111;0;11,61;100,4;168,8;8,12;5,01;8;1;2;Gesamt-SchŸttung schlecht zu sehen;16,3;50;5;3;NA
3798;12.08.2019;328;459;11,86;104,3;160,9;8,18;4,39;0,5;1;1;;14,36;NA;1;4;NA
3799;12.08.2019;328;503;12,04;103,9;151,6;8,15;4,6;0,5;1;1;;14,5;7;1;4;NA
3800;12.08.2019;328;0;12,05;102,9;167,3;8,01;5,2;0,5;1;1;;14,92;5;1;4;NA
3801;12.08.2019;328;592;11,91;100,3;197,3;8,09;4,49;0,5;1;1;;15,3;2,5;1;4;NA
3804;12.08.2019;328;978;11,87;102,7;184,1;8,01;5,45;0,3;1;1;;11,9;NA;1;4;NA
3803;12.08.2019;328;350;11,38;104,2;272;8,07;5,65;0,2;1;1;;14,44;NA;1;4;NA
3805;13.08.2019;328;578;11,48;104,2;236;8,04;7,2;3;1;1;;14,22;NA;4;4;NA
3802;13.08.2019;328;576;11,46;103,8;235;8,04;7,36;0,5;1;1;;13;5;4;4;NA
3861;26.08.2019;111;592;11,56;100,5;198,8;8,21;5,21;5;1;1;Thermobutton Kontrolle;17,8;25;2;1;NA
3862;26.08.2019;111;978;11,34;99,6;194,3;8,2;5,1;4;1;2;;18,1;NA;2;1;NA
3858;27.08.2019;111;459;11,56;102,1;175,2;8,2;3,81;20;1;2;Thermobutton Kontrolle;14,14;NA;2;1;NA
3860;27.08.2019;111;0;11,74;101,7;175,9;8,07;4,65;5;1;2;;16,94;80;2;1;NA
3859;27.08.2019;111;503;12,2;105,7;168,5;8,26;4,25;2;1;2;Austritt orograf. rechts oberhalb Weg, Thermobutton Kontrolle;17,54;150;2;1;NA
3820;29.08.2019;111;578;11,27;103,2;233;8,12;7,1;75;1;2;;21,7;75;2;3;NA
3818;29.08.2019;111;576;10,87;100,7;228;8,11;7,05;40;1;2;;20,3;60;2;3;NA
3819;29.08.2019;111;459;10,92;100,3;NA;7,85;5,12;0,7;1;2;Thermobutton Kontrolle;17,25;5;2;3;NA
3845;02.09.2019;334;978;12,21;105,8;176,6;8,11;5,19;1000;1;1;;8,93;NA;4;4;NA
3846;02.09.2019;334;578;11,5;103,7;233;8,07;7,25;8;1;1;;13,07;NA;4;4;NA
3838;02.09.2019;334;459;11,78;103,8;166,8;8,2;4,43;3;1;1;;12,3;NA;4;4;NA
3842;02.09.2019;334;592;11,96;103;187,6;8,13;5,49;1,5;1;1;;13,48;6;4;4;NA
3839;02.09.2019;334;503;12,26;106,2;167,4;8,16;4,86;1;1;1;;13,3;25;4;4;NA
3840;02.09.2019;334;0;12,07;103,3;168,1;8,08;5,31;1;1;1;Messpunkt ca.8m oberhalb des ehemaligen Thermobutton !;14,14;20;4;4;NA
3843;02.09.2019;334;576;11,28;102,6;230;8,09;7,44;1;1;1;Thermobutton + K?rbchen fehlt !;12,56;50;4;4;NA
3844;02.09.2019;334;350;11,45;106,6;273;8,15;5,66;0,3;1;1;;10,73;NA;4;4;NA
3885;12.09.2019;111;978;11,95;102,6;191,2;8,22;5,53;300;1;2;;12,01;NA;2;3;NA
3882;12.09.2019;111;578;11,3;101,2;232;8,12;7,05;100;1;1;;12,65;NA;2;3;NA
3888;12.09.2019;111;592;11,83;101,2;198,7;8,26;5,35;18;1;2;Thermobutton Kontrolle;5;NA;2;3;NA
3886;12.09.2019;111;459;11,65;101,7;175,6;8,13;3,8;15;1;2;Thermobutton Kontrolle;14,56;NA;2;3;NA
3883;12.09.2019;111;576;11,01;99,2;226;8,09;7,08;10;1;2;;10,89;500;2;3;NA
3887;12.09.2019;111;503;11,74;101;180,8;8,24;4,21;2;1;2;Thermobutton Kontrolle, Austritt 10 m unterhalb Weg;11,46;200;2;3;NA
3884;12.09.2019;111;350;10,95;98,7;271;7,82;4,95;0,6;1;2;Thermobutton Kontrolle;11,68;NA;2;3;NA
3889;12.09.2019;111;0;11,77;100,3;NA;8,08;4,78;0,5;1;1;Austritt etw. oberh. ehem Thermobutton, LF-Sonde wird nicht mehr erkannt!?;11,15;50;2;3;NA
3899;23.09.2019;334;503;11,52;99,8;175,6;8,1;4,93;3;1;1;;12,31;10;2;4;NA
3898;23.09.2019;334;459;11,54;102,5;172,5;8,2;4,49;2;1;1;;10,93;NA;2;4;NA
3901;23.09.2019;334;592;11,84;102,6;210,9;8,18;5,5;0,5;1;1;;11,81;4;2;4;NA
3902;23.09.2019;334;350;11,42;103,9;272;8,1;5,54;0,3;1;1;;8,22;NA;2;4;NA
3900;23.09.2019;334;0;11,7;101,3;193,9;8;5,46;0,3;1;1;;10,04;8;2;4;NA
3905;24.09.2019;334;578;11,41;103,6;229;8,05;7,25;7;1;1;;12,89;NA;4;2;NA
3903;24.09.2019;334;576;11,1;101,4;226;8,09;7,31;1,5;1;1;;12,01;25;4;2;NA
3904;24.09.2019;334;978;11,08;96,2;214,8;7,98;5,65;0,1;1;1;;10,67;NA;4;2;NA
3923;30.09.2019;111;978;11,79;103,5;187,7;8,23;4,8;100;1;2;;11,3;NA;3;3;NA
3918;30.09.2019;111;459;11,51;101,9;169,9;8,35;4,15;15;1;1;Thermobutton Kontrolle;13,92;NA;3;3;NA
3919;30.09.2019;111;503;11,62;100,9;166,7;8,29;3,96;5;1;2;Thermobutton Kontrolle;12,05;80;3;3;NA
3921;30.09.2019;111;592;11,55;100,9;193,1;8,22;5,04;3;1;1;Thermobutton Kontrolle;12,2;15;3;3;NA
3920;30.09.2019;111;0;11,5;99,7;175,9;8,15;4,85;1;1;2;;10,36;40;3;3;NA
3922;30.09.2019;111;459;10,92;99,9;NA;7,83;4,96;0,5;1;1;Thermobutton Kontrolle;12,62;NA;3;3;NA
3939;07.10.2019;111;578;11,16;101,4;228;8,17;NA;60;1;1;;7,42;NA;2;4;NA
3938;07.10.2019;111;576;11,01;100,2;225;8,15;5,58;10;1;1;;5,65;200;2;4;NA
3985;14.10.2019;334;978;11,75;102,1;184,6;8,03;5,5;20;1;1;;8,74;NA;1;1;NA
3986;14.10.2019;334;578;11,22;102,6;230;8,14;7,25;7;1;1;;15,09;NA;1;1;NA
3978;14.10.2019;334;459;11,66;102,8;172,1;8,18;4,5;2;1;1;;15,45;NA;1;1;NA
3983;14.10.2019;334;576;11,09;101,4;225;8,11;7,29;2;1;1;;14,32;17;1;1;NA
3980;14.10.2019;334;0;11,68;101,3;182,8;8,04;5,46;1,5;1;1;;9,03;12;1;1;NA
3979;14.10.2019;334;503;11,82;102,7;167,9;8,2;4,94;1;1;1;;14,76;15;1;1;NA
3982;14.10.2019;334;592;11,73;102,1;197,8;8,2;5,49;1;1;1;;13,19;5;1;1;NA
3984;14.10.2019;334;350;11,13;102,4;274;8,1;5,63;0,2;1;1;;16,16;NA;1;1;NA
4038;24.10.2019;111;0;11,47;99,5;186,9;8,03;5,31;0,5;1;1;Wasser-Temperatur an Sonden: 5.6;9,58;30;2;2;NA
4039;24.10.2019;111;978;10,83;95,4;205,6;8,02;5,64;0,5;1;2;H?hlenaustritt trocken, Austritt links;12,55;NA;2;2;NA
4032;28.10.2019;111;503;11,28;97,4;169,7;8,18;4,9;5;1;2;Thermobuttonwechsel, 1 LT-Logger angebracht;8,75;25;2;4;NA
4028;28.10.2019;111;503;11,09;96,3;169,4;8,23;4,87;5;1;1;Thermobuttonwechsel, 1 LT-Logger angebracht;9,5;25;2;4;NA
4026;28.10.2019;111;459;11,3;100,4;172;8,25;4,42;3;1;2;Thermobuttonwechsel;9,2;NA;2;4;NA
4021;29.10.2019;111;592;11,24;96,1;200,5;8,36;5,4;5;1;1;Thermobuttonwechsel, Pumpe defekt, daher Sonden direkt in Quelle;5,43;15;4;4;NA
3999;04.11.2019;328;503;11,6;102,3;179,8;8,16;4,89;7;1;1;;6,99;15;3;3;NA
3998;04.11.2019;328;459;11,11;99,6;174,4;8,16;4,46;1,5;1;1;;7,39;NA;3;3;NA
4001;04.11.2019;328;592;11,25;99,1;196,9;8,17;5,45;1,5;1;1;;6,84;4,5;3;3;NA
4003;04.11.2019;328;350;10,65;98,8;275;8,13;5,39;0,3;1;1;;6,53;NA;3;3;NA
4004;04.11.2019;328;978;11,34;100,4;196,5;8,04;5,6;0,2;1;1;;5,78;NA;3;3;NA
4000;04.11.2019;328;0;11,23;99;186,6;8,04;5,59;0,2;1;1;Messp.ca.5m oberhlb ;5,42;10;3;3;NA
4005;05.11.2019;328;578;10,85;100,4;225;8,08;7,19;6;1;1;;5,24;NA;3;5;NA
4002;05.11.2019;328;576;10,67;98,1;224;8,09;7,16;2;1;1;;5,46;25;3;5;NA
4064;25.11.2019;328;978;11,1;96,9;192,6;8,02;5,69;10;1;1;;3,95;NA;2;2;NA
4058;25.11.2019;328;459;10,98;97,5;185,5;8,14;4,67;3;1;1;;7;NA;2;2;NA
4061;25.11.2019;328;592;11,26;97,4;209,4;8,12;5,43;1,5;1;1;;5,83;5;2;2;NA
4060;25.11.2019;328;0;10,93;95,1;206,7;7,96;5,8;1;1;1;;1,35;15;2;2;NA
4059;25.11.2019;328;503;10,97;95,5;177,4;8,07;5,09;0,5;1;1;;5,95;20;2;2;NA
4065;27.11.2019;328;578;10,71;97,8;227;8,1;7,19;15;1;1;;5,55;NA;3;3;NA
4062;27.11.2019;328;576;10,6;96,4;224;8,06;7,05;5;1;1;;5,21;35;3;3;NA
4063;27.11.2019;328;350;10,49;97,5;275;8,13;5,36;0,3;1;1;;9,22;NA;3;3;NA
4078;05.12.2019;111;503;10,67;92,3;182,6;8,27;4,41;0,8;1;2;"Austritt oberhalb ""Palzer-Pfosten"", Thermobuttonkontrolle";0,79;25;1;1;NA
4080;05.12.2019;111;978;10,48;91;207,1;8,13;5,54;0,5;1;2;Austritt limks, Loch leer;0,13;NA;1;1;NA
4079;05.12.2019;111;0;11;94,4;209,6;8,03;5,2;0,2;1;2;Austritt bei ehem. Thermobutton;-1,1;30;1;1;NA
4105;16.12.2019;328;578;10,68;96,6;226;7,78;7,17;15;1;1;;4,7;NA;2;2;NA
4102;16.12.2019;328;576;10,51;94,4;224;7,96;7,02;5;1;1;;4,04;30;2;2;NA
4103;16.12.2019;328;350;10,64;96,7;274;8,06;5,3;3;1;1;;8,02;NA;2;2;NA
4101;16.12.2019;328;592;11,23;96,8;218,4;8,02;5,41;2;1;1;;2,27;10;2;2;NA
4098;17.12.2019;328;459;10,91;96,8;180,5;8,11;4,65;8;1;1;;11,46;NA;2;2;NA
4099;17.12.2019;328;503;10,44;91;187,8;8,03;5,1;7;1;1;;12,93;15;2;2;NA
4104;17.12.2019;328;978;10,37;91;225;7,96;5,8;4;1;1;;3,03;NA;2;NA;NA
4100;17.12.2019;328;0;11;95,6;218,6;7,93;5,62;1;1;1;;8,96;10;2;2;NA
4120;03.01.2020;111;592;11,25;95,9;214,4;8,27;5,31;3;1;2;Thermobutton Kontrolle;-0,25;18;1;1;NA
4118;03.01.2020;111;503;10,53;91;191,5;8,08;4,94;0,5;1;2;Thermobutton Kontrolle;1,59;25;1;1;NA
4121;03.01.2020;111;459;10,43;90,6;219;8,01;5,8;0,5;1;2;;0,43;NA;1;1;NA
4119;03.01.2020;111;0;10,84;93,2;233;7,9;5,57;0,1;1;1;;-0,56;20;1;1;NA
4129;07.01.2020;328;578;10,67;94,6;227;8,08;7,17;10;1;1;;5,74;NA;1;3;NA
4123;07.01.2020;328;503;10,41;89,7;192,7;7,99;5,23;4;1;1;;1,55;10;1;3;NA
4126;07.01.2020;328;576;10,47;92,3;225;8,06;7,2;3;1;1;;2,21;20;1;3;NA
4128;07.01.2020;328;978;10,51;90,4;222;7,98;6,05;3;1;1;;0,08;NA;1;3;NA
4125;07.01.2020;328;592;11,3;94,8;218,1;8,15;5,36;2;1;1;;1,47;8;1;3;NA
4127;07.01.2020;328;350;10,75;95;274;8,14;5,13;0,5;1;1;;0,04;NA;1;3;NA
4124;07.01.2020;328;0;10,85;92,8;232;7,83;5,85;0,2;1;1;;0;10;1;3;NA
4122;08.01.2020;328;459;10,92;95,4;184,2;8,13;4,69;5;1;1;;6,3;NA;3;3;NA
4151;22.01.2020;111;592;11,36;95,5;217,4;8,42;4,98;1;1;2;Thermobutton gewechselt und versetzt, da fast trocken gelegen!;-2,32;5;1;1;NA
4150;22.01.2020;111;0;11,02;93,5;226;8,08;5,6;0,4;1;1;Handyfoto;-3,5;5;1;1;NA
4149;22.01.2020;111;503;10,41;89;193,6;8,25;4,88;0,3;1;1;Thermobutton Kontrolle, Quellaustritt kurz oberhalb Thremobutton;-0,48;NA;1;1;NA
4152;22.01.2020;111;503;10,11;87;225;8,15;6,01;0,2;1;2;Handyfoto;-1,48;NA;1;1;NA
4148;24.01.2020;111;578;10,63;95,7;225;8,3;6,91;25;1;2;;3,5;NA;1;1;NA
4147;24.01.2020;111;576;10,46;93,7;224;8,35;6,7;5;1;2;;1,2;80;1;1;NA
4146;27.01.2020;328;578;10,19;94,6;227;7,96;7,17;15;1;1;;2,33;NA;3;4;NA
4143;27.01.2020;328;576;10,33;93;225;8,08;7,02;5;1;1;;1,89;30;3;4;NA
4138;27.01.2020;328;459;10,65;94,9;180;8,13;4,67;4;1;1;;4,7;NA;3;4;NA
4142;27.01.2020;328;592;11,29;92,3;218,8;8,18;5,34;1,5;1;1;;1,41;7;3;4;NA
4144;27.01.2020;328;350;10,53;94,9;273;8,17;5,18;0,5;1;1;;2,83;NA;3;4;NA
4139;28.01.2020;328;503;10,15;88,4;194,1;8,01;5,15;1;1;1;;0,83;8;4;4;NA
4141;28.01.2020;328;0;10,67;93,5;229;7,89;5,82;0,5;1;1;;2,5;5;4;4;NA
4145;28.01.2020;328;978;9,81;86,9;227;7,93;6;0,2;1;1;;2,97;NA;4;4;NA
4162;17.02.2020;334;503;10,4;91,2;182,3;7,91;5,43;7;1;1;;11,02;20;2;2;NA
4163;17.02.2020;334;0;10,55;91,8;214,8;7,89;6,04;3;1;1;;4,58;20;2;2;NA
4161;17.02.2020;334;459;10,69;94,6;191,2;7,99;4,82;2;1;1;;8,52;NA;2;2;NA
4160;17.02.2020;111;350;10,45;95,7;265;8,23;5,31;1,5;1;2;Bei Thermobutton gemessen! gut im Wasser. Mit Gabi Messpunkt defin ieren (Ranger/Forschung)i;10,55;2;1;2;NA
4167;17.02.2020;334;978;10,48;91,6;201;7,84;5,96;1;1;1;;4,72;NA;2;2;NA
4168;18.02.2020;334;578;10,49;95,1;225;7,89;7,18;15;1;1;;2,81;NA;2;2;NA
4164;18.02.2020;334;592;11,05;94;214,2;7,92;5,45;5;1;1;;2,6;10;2;2;NA
4165;18.02.2020;334;576;10,56;93,3;225;7,88;6,87;4;1;1;;2,58;30;2;2;NA
4166;18.02.2020;334;350;10,61;94,4;272;7,96;5,06;0,5;1;1;;3,26;NA;2;2;NA
4169;09.03.2020;334;459;10,67;94,6;190,6;8,11;4,77;3;1;1;Hoher Algenbewuchs !;2,2;NA;2;4;NA
4172;09.03.2020;334;592;10,97;94,2;218,7;8,17;5,46;1;1;1;;5,22;5;2;4;NA
4175;09.03.2020;334;978;10,43;92,2;211,4;8,04;6,07;0,5;1;1;;5,31;NA;2;4;NA
4171;09.03.2020;334;0;10,55;91,9;217,9;7,9;5,97;0,5;1;1;;5,35;10;2;4;NA
4170;09.03.2020;334;503;10,36;90,3;183,4;8,01;5,17;0,5;1;1;;3,02;12;2;4;NA
4176;10.03.2020;334;578;10,59;95,1;229;8,12;7,18;8;1;1;;3,56;NA;4;3;NA
4173;10.03.2020;334;576;10,45;93,3;226;8,11;6,97;2;1;1;;4,01;15;4;3;NA
4174;10.03.2020;334;350;10,51;94,9;271;8,13;5,18;0,2;1;1;;1,4;NA;4;3;NA
4196;24.03.2020;111;578;10,65;96,7;225;8,13;7,04;50;1;1;;5,6;NA;2;2;NA
4192;24.03.2020;111;592;11,11;94,9;205,3;8,32;5,38;8;1;1;Thermobuttonkontrolle;3,63;25;1;2;NA
4193;24.03.2020;111;350;10,79;95,7;269;8,27;5,01;5,4;1;2;Thermobuttonkontrolle;5,4;1;1;2;NA
4195;25.03.2020;111;576;10,51;94,9;223;8,18;6,81;20;1;2;;5,3;100;2;2;NA
4194;25.03.2020;111;459;10,9;96,7;183,7;8,24;4,59;10;1;2;Thermobuttonkontrolle;2,9;NA;2;2;NA
4191;26.03.2020;111;978;11,22;98,2;175,9;8,11;5,61;NA;1;2;Loch flie§t wieder;5,3;20;2;3;NA
4189;26.03.2020;111;503;10,2;89,1;174;8,22;5,04;10;1;2;Thermobuttonkontrolle;3,96;20;2;3;NA
4190;26.03.2020;111;0;11,03;95,7;187,3;8,09;5,77;0,5;1;1;Austritt bei ehem. Thermobutoon;4,99;20;2;3;NA
4215;30.03.2020;334;978;11,07;94,8;175,8;8,18;5,49;15;1;1;;-0,32;NA;3;6;NA
4209;30.03.2020;334;459;10,8;94,2;181,8;8,17;4,73;3;1;1;;-1,33;NA;3;6;NA
4210;30.03.2020;334;503;10,86;93,2;175,6;8,1;5,19;2;1;1;;-1,72;10;3;6;NA
4214;30.03.2020;334;350;10,61;94,3;273;8,14;5,06;0,2;1;1;;-3,76;NA;3;6;NA
4211;30.03.2020;334;0;10,81;93,1;196;8;5,85;0,2;1;1;;-0,1;10;3;6;NA
4216;31.03.2020;334;578;10,64;94,6;229;8,14;7,17;8;1;1;;-1,26;NA;6;2;NA
4213;31.03.2020;334;576;10,46;92,6;228;8,12;7,01;1,5;1;1;;-0,68;20;6;2;NA
4212;31.03.2020;334;592;11,09;94,5;216,8;8,24;5,42;1;1;1;;-2,13;4;6;2;NA
4233;06.04.2020;111;978;11,07;96,4;173,7;8,24;5,33;300;1;2;Licht und langes Rumpeln-muss der Meteor gewesen sein!;11,6;NA;1;1;NA
4234;06.04.2020;111;578;10,51;95,4;225;8,23;7,11;40;1;1;Viel MŸcken;14,2;NA;1;1;NA
4231;06.04.2020;111;576;10,36;93,7;224;8,21;6,9;15;1;2;;9,5;100;1;1;NA
4230;06.04.2020;111;592;11,04;95,5;213,2;8,3;5,23;3;1;1;Thermobutton Kontrolle;9,85;16;1;1;NA
4232;06.04.2020;111;350;10,6;96;268;8,21;5,23;2;1;2;Thermobutton Kontrolle;13,43;NA;1;1;NA
4229;06.04.2020;111;0;10,88;94,1;198,9;8,09;5,74;0,5;1;2;Austritt bei ehemaligem Thermobutton;10,32;50;1;1;NA
4235;07.04.2020;111;459;10,93;96,3;167,5;8,27;4,66;15;1;2;Thermobutton Kontrolle;10,77;NA;1;1;NA
4236;07.04.2020;111;503;11,21;96,6;169,5;8,24;4,99;10;1;2;Thermobutton Kontrolle;12,59;50;1;1;NA
4254;21.04.2020;111;978;11,14;96,7;144,4;8,21;4,75;1;1;2;Sommerzeit! ;12,2;800;2;3;NA
4249;21.04.2020;111;350;10,4;95,7;269;8,21;5,07;1;1;1;Sommerzeit! Pfosten ja - Thermobuttonwechsel;14,93;NA;2;3;NA
4252;21.04.2020;111;462;9,95;89,1;148,2;8,08;5,74;1;1;2;Sommerzeit! Pfosten ja - Thermobuttonwechsel;10,78;2;2;3;NA
4250;21.04.2020;111;615;10,32;94,5;340;7,97;6,23;0,05;1;2;Sommerzeit! Pfosten ja - Thermobuttonwechsel;9,16;NA;2;3;NA
4253;21.04.2020;111;519;10,54;95,5;265;8,28;6,24;0,01;1;2;Sopmmerzeit! Pfosten ja - Thermobuttonwechsel;13,4;NA;2;3;NA
4251;21.04.2020;111;536;10,54;93,9;291;8,22;5,62;0,01;1;1;Sommerzeit! Pfosten ja - Thermobuttonwechsel;11,89;NA;2;3;NA
4255;22.04.2020;111;863;10,41;90,6;150,6;7,89;5,83;NA;1;2;Sommerzeit! Pfosten ja - Thermobuttonwechsel;11,2;NA;3;1;NA
4256;22.04.2020;111;862;8,53;75,4;215,7;7,93;6,29;NA;1;1;Sommerzeit! Pfosten ja - Thermobuttonwechsel;15,31;NA;3;1;NA
4258;22.04.2020;111;578;10,47;94,1;226;8,2;6,92;50;1;1;Sommerzeit! ;18,22;NA;3;1;NA
4259;22.04.2020;111;576;10,28;94,4;226;8,18;7,06;15;1;1;;15,58;300;3;1;NA
4257;22.04.2020;111;592;11,02;96,1;180,7;8,41;5,22;10;1;2;Sommerzeit! - Pfosten ja - Thermobuttonwechsel;16,44;25;3;1;NA
4261;23.04.2020;111;459;10,96;97,3;161,5;8,25;4,48;10;1;2;Sommerzeit! Thermobuttonwechsel;14,48;NA;1;1;NA
4262;23.04.2020;328;503;11,38;99,1;153,9;8,27;4,89;1,5;1;2;Sommerzeit! Austritt  Pfosten nein - Thermobuttonwechsel;15,27;150;1;1;NA
4260;23.04.2020;111;0;11,2;96,7;161,1;8,2;5,51;1;1;2;Austritt oberh. ehem. Th.b.;16,27;80;1;1;NA
4263;23.04.2020;111;441;10,25;94,5;271;7,93;5,33;0,08;1;1;"Sommerzeit! Pfosten ja - Thermobuttonwechsel Gesamtmessung bei  Zusammenlauf 2 ""B?chlein""";10,89;4;1;1;NA
4338;12.05.2020;111;459;10,95;96,4;152,5;8,33;3,95;10;1;1;2 neue Hobo-Thermobuttons ohne K?rbchen;7,08;NA;4;4;NA
4340;12.05.2020;111;503;12,04;100,9;144,4;8,31;4,54;1;1;2;2 neue Hobo-Thermobuttons mit K?rbchen, Austritt oberhalb des Weges;4,51;120;4;4;NA
4339;12.05.2020;111;462;9,69;86,6;177;8,09;5,64;0,1;1;2;2 neue Hobo-Thermobuttons mit K?rbchen;5;NA;4;4;NA
4337;12.05.2020;111;536;10,57;94,6;285;8,31;6,2;0,03;1;2;2 neue Hobo-Thermobuttons ohne K?rbchen;2,06;0,03;4;4;NA
4341;12.05.2020;111;519;10,39;94,3;251;8,35;6,57;0,01;1;2;2 neue Hobo-Thermobuttons ohne K?rbchen;3,04;1;4;4;NA
4342;12.05.2020;111;441;10,07;93,3;291;8,05;5,31;0,01;1;1;2 neue Hobo-Thermobuttons ohne K?rbchen;6,23;0,04;4;4;NA
4343;12.05.2020;111;978;11,43;97,7;144,3;8,35;4,82;;1;1;Noch keien Thermobuttons, da die angebrachten K?rbchen wegen Hochwasser nicht erreichbar sind;3,76;1000;4;4;NA
4335;13.05.2020;111;592;11,09;96,1;171,6;8,31;5,28;10;1;1;2 neue Hobo-Thermobuttons ausgebracht ohne K?rbchen;6,04;20;3;3;NA
4334;13.05.2020;111;350;10,52;96,6;270;8,15;5,17;2,5;1;1;2 neue Hobo-Thermobuttons ausgebracht mit K?rbchen;8,35;NA;3;3;NA
4332;13.05.2020;111;816;9,44;92,8;384;7,66;5,88;0,3;1;2;Elektrozaun angebracht! 2 neue Hobo-Thermobuttons ausgebracht ohne K?rbchen;10,15;NA;3;3;NA
4333;13.05.2020;111;828;10,05;95,8;233;8,03;6,51;0,2;1;1;Thermobutton nicht gefunden Messung an ?hnlicher Stelle;8,61;NA;3;3;NA
4336;13.05.2020;111;615;10,53;96;342;8,14;6,45;0,008;1;2;2 neue Hobo-Thermobuttons ohne K?rbchen;6,17;NA;3;3;NA
4344;14.05.2020;111;300;7,75;72,3;305;7,62;4,66;NA;1;1;2 neue Hobo-Thermobuttons ohne K?rbchen, Messung ohne Pumpe;5,6;NA;3;4;NA
4345;14.05.2020;111;312;5,54;52,2;341;7,6;5,81;NA;1;1;2 neue Hobo-Thermobuttons 1 mit 1 ohne K?rbchen;5,86;NA;3;4;NA
4346;14.05.2020;111;578;10,59;96,5;229;8,2;7,22;50;1;1;2 neue Hobo-Thermobuttons mit K?rbchen;8,94;NA;3;4;NA
4347;14.05.2020;111;576;10,39;94,7;228;8,18;7,21;10;1;1;2 neue Hobo-Thermobuttons mit  K?rbchen;10,12;300;3;4;NA
4348;14.05.2020;111;0;11,13;96;157,5;8,27;5,31;3;1;2;2 neue Hobo-Thermobuttons mit K?rbchen;8,69;100;3;4;NA
4331;15.05.2020;111;862;7,92;70,4;213,3;7,92;6,8;2;1;1;"K…RBCHEN KAPUTT! 2 neue Hobo-Thermobuttons ausgebracht; ! MIT; ! OHNE k…RBCHEN";7,3;NA;3;4;NA
4330;15.05.2020;111;863;10,08;88,1;160,9;7,73;5,71;0;1;1;"2 neue Hobo-Thermobuttons ausgebracht; ! MIT; ! OHNE k…RBCHEN";7,19;NA;3;4;NA
4325;25.05.2020;334;462;10,99;97,2;178,9;7,92;5,82;3;1;1;;6,72;5;4;4;NA
4324;25.05.2020;334;459;11,29;92,4;159,7;8,17;4,25;3;1;1;;5,89;3;4;4;NA
4326;25.05.2020;334;503;12,69;108;143,1;8,16;4,61;2;1;1;Messpunkt 3m oberhalb der BrŸcke!;7,52;35;4;4;NA
4323;25.05.2020;334;0;11,35;95,8;161,7;8,05;5,28;2;1;1;;9,56;20;4;4;NA
4327;25.05.2020;334;519;10,47;94,9;262;7,92;7,57;0,2;1;1;;9,42;0,2;4;4;NA
4309;25.05.2020;334;816;9,53;91,8;361;7,57;6,28;0,2;1;1;;4,83;0,2;4;4;NA
4310;25.05.2020;334;828;9,81;95,2;313;7,92;8,56;0,1;1;1;;5,35;3;4;4;NA
4317;26.05.2020;334;592;11,28;95,4;179,9;8,24;5,39;3;1;1;;9,93;8;4;3;NA
4322;26.05.2020;334;536;10,53;94,3;277;7,89;6,9;0,5;1;1;;9,84;1;4;3;NA
4328;26.05.2020;334;441;10,39;93,4;276;7,76;5,16;0,5;1;1;;8,5;1;4;3;NA
